True Positive Rate,False Positive Rate
0.7142857142857143,0.00035919540229885057
0.9090909090909091,0.0007574294085450265
0.8709677419354839,0.0009482758620689651
1.0,0.0002873563218390807
0.9444444444444444,0.00016903313049357677
,0.0003007518796992481
0.8,0.00026123301985370926
0.8125,0.0
0.8333333333333334,0.0
0.7692307692307693,0.0
1.0,0.0009113702952445339
1.0,0.00014736221632773305
1.0,0.0
0.6521739130434783,0.0002736726874657912
0.8846153846153847,0.0
0.5,0.0
1.0,0.0
0.9285714285714286,0.0014109107062630299
0.782608695652174,0.0012828407224958949
0.9166666666666667,0.0026047518220839454
0.85,0.0012521454205024186
,0.0
1.0,0.0010519250178832142
1.0,0.0012494365562316875
0.8205128205128205,0.0005572971090212467
0.7333333333333334,0.0
1.0,0.0003024803387779791
0.5000000000000001,0.0
1.0,0.0022725969127768246
0.625,0.00035919540229885057
1.0,0.0
1.0,0.0014484024822605526
0.5,0.0005805178218971322
0.8947368421052632,0.0
0.75,0.0
0.9032258064516129,0.0
1.0,0.00019817677368212484
0.8125,0.0
0.5882352941176471,0.0028735632183908054
0.875,0.0001473622163277337
1.0,0.0007353225744030333
0.814814814814815,0.0
0.9375,0.0003831417624521072
1.0,0.00023946360153256747
0.8823529411764706,0.0
0.75,0.00023946360153256685
1.0,0.001100280469786892
1.0,0.00035919540229885057
0.9615384615384616,0.0008436486884762749
1.0,0.0
0.8421052631578947,0.0006049606775559588
1.0,0.0
1.0,0.0
0.9090909090909091,0.0007164142796326713
1.0,0.0003024803387779791
1.0,0.0002736726874657912
0.75,0.0
1.0,0.0
0.9130434782608696,0.0003831417624521072
0.8823529411764706,0.0013226842461122384
0.7647058823529411,0.0
0.8260869565217392,0.0007123539070800735
1.0,0.0026562752883416084
1.0,0.002557554452715743
1.0,0.0034415145368492227
0.8,0.0017676767676767667
0.896551724137931,0.0002210433244916002
1.0,0.0015457957295861877
1.0,0.001731253131868614
1.0,0.00033806626098715353
0.8,0.0035135841170323926
0.9565217391304348,0.0007183908045977011
0.7000000000000001,0.0002210433244916002
0.8823529411764706,0.00040849673202614364
1.0,0.002409215065386979
0.75,0.0
0.6363636363636364,0.000550922795682769
0.6,0.0
0.9285714285714286,0.00016903313049357677
0.7,0.00035919540229885057
1.0,0.0015270220476440897
0.6875,0.00080223046371551
1.0,0.0009628644324454307
0.875,0.0004789272030651343
1.0,0.0
0.92,0.003843232997978383
0.8823529411764706,0.000623365565894301
0.0,0.0003024803387779794
0.8518518518518519,0.0025212034935404672
,0.0
1.0,0.00016903313049357614
1.0,0.00018539117538005174
,0.0
1.0,0.0
0.8888888888888888,0.0
0.7857142857142858,0.0015645274265963923
0.6666666666666666,0.0013365166156417588
1.0,0.0018199233716475094
0.6666666666666667,0.002274673714835987
0.6666666666666666,0.0
0.6666666666666666,0.0003831417624521072
1.0,0.0
0.8461538461538461,0.00017415534656913952
0.8181818181818182,0.0003024803387779797
0.5714285714285714,0.0
1.0,0.0
0.8695652173913043,0.0
1.0,0.00024987506246876545
1.0,0.0
1.0,0.0010879976678327497
0.8421052631578947,0.0003794098621684826
0.9,0.0007982120051085572
1.0,0.0
0.5,0.0
0.6666666666666666,0.0
0.9166666666666666,0.000572051936994466
0.9696969696969697,0.0010380849461309237
0.7368421052631579,0.0
,0.0
,0.0
0.9090909090909091,0.0005268199233716476
0.8421052631578948,0.0
1.0,0.00020525451559934372
0.8421052631578948,0.0012610713041747523
1.0,0.0
0.8235294117647058,0.007770597181648236
0.95,0.0008702791461412153
0.8636363636363636,0.0
1.0,0.0
0.8125,0.0012408568443051198
1.0,0.001073388835390187
1.0,0.0
0.95,0.00023946360153256685
0.8125,0.000606641123882503
0.9285714285714286,0.0028499278499278494
1.0,0.0003831417624521072
1.0,0.0008095797302587101
0.9333333333333333,0.00024987506246876545
0.9615384615384616,0.0023685436421637973
0.9090909090909091,0.0007410850674880422
0.7142857142857144,0.0012067087371347008
0.9615384615384616,0.0013634207645898955
1.0,0.0
0.6363636363636364,0.0004105090311986862
0.9523809523809523,0.004219388904987282
1.0,0.0003024803387779791
0.6666666666666666,0.000994315500855334
0.9166666666666666,0.0004040404040404041
0.0,0.0
1.0,0.0003024803387779791
1.0,0.00020525451559934372
0.7333333333333334,0.0006041850869437074
1.0,0.00022104332449160086
1.0,0.003704208501809701
0.8484848484848485,0.0010091680350301036
0.8571428571428572,0.0004789272030651343
0.75,0.0007437457741717375
1.0,0.0
0.9047619047619048,0.0010448175035289375
0.8181818181818182,0.0
0.8,0.0
0.7777777777777778,0.002445774213015592
0.6666666666666666,0.0
0.8,0.00045512957806810854
0.7692307692307693,0.0
1.0,0.00035919540229885057
0.8,0.00182806200385646
0.9375,0.0007485752921858398
1.0,0.0017054407478680632
1.0,0.001431013785320503
0.8947368421052632,0.00458841493523275
0.8695652173913044,0.0
1.0,0.0006549431836788153
1.0,0.0
1.0,0.0005720519369944654
0.6666666666666667,0.0
1.0,0.0007435093641990194
0.8666666666666667,0.00033806626098715353
,0.0
0.8666666666666667,0.0013061650992685476
1.0,0.0
0.8,0.0
